Time,Mass,O2,CO,NO2,NO,SO2,WaterTemp2,WaterTemp3,WaterTemp4,GapTemp,InnerWall,HandleTemp,FireTemp,OutsideSurface
25:165:85,0.000,21.46,4.57,0.82,0.29,0.81,21.19,22.69,20.94,0.00,0.00,23.50,23.25,22.75,
0:13:49,4.201,21.36,3.96,0.58,0.27,0.57,21.31,22.56,21.13,0.00,0.00,23.75,23.50,23.00,
0:13:50,4.201,21.30,4.33,0.57,0.31,0.59,21.31,22.56,21.13,0.00,0.00,23.75,23.50,23.25,
0:13:51,4.203,21.43,4.20,0.59,0.27,0.60,21.31,22.56,21.13,0.00,0.00,23.75,23.50,22.75,
0:13:52,4.205,21.33,4.08,0.60,0.30,0.58,21.31,22.56,21.13,0.00,0.00,23.75,23.50,23.25,
0:13:53,4.205,21.40,4.08,0.59,0.30,0.59,21.31,22.56,21.13,0.00,0.00,23.75,23.50,23.25,
0:13:54,4.205,21.30,4.20,0.57,0.30,0.57,21.31,22.56,21.13,0.00,0.00,23.75,23.50,23.00,
0:13:55,4.207,21.33,4.20,0.57,0.30,0.55,21.31,22.69,21.13,0.00,0.00,23.75,23.50,23.00,
0:13:56,4.206,21.36,4.45,0.59,0.30,0.60,21.31,22.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:13:57,4.207,21.33,4.20,0.57,0.29,0.60,21.31,23.13,21.13,0.00,0.00,23.75,23.50,22.75,
0:13:58,4.207,21.43,4.20,0.59,0.29,0.60,21.31,23.38,21.13,0.00,0.00,23.75,23.50,23.00,
0:13:59,4.257,21.36,4.20,0.60,0.32,0.58,21.31,23.69,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:00,4.198,21.36,4.33,0.58,0.31,0.55,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:01,4.198,21.36,4.33,0.58,0.33,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:02,4.199,21.36,4.20,0.58,0.32,0.57,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:03,4.198,21.36,4.33,0.59,0.32,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:04,4.197,21.30,3.96,0.57,0.27,0.59,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:05,4.197,21.36,4.20,0.58,0.31,0.62,21.31,23.94,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:06,4.195,21.40,4.08,0.68,0.31,0.58,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:07,4.193,21.30,4.45,0.59,0.30,0.57,21.31,23.94,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:08,4.191,21.36,4.20,0.55,0.22,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:09,4.187,21.27,4.20,0.60,0.29,0.62,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:10,4.168,21.43,4.33,0.59,0.31,0.59,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:11,4.155,21.36,4.20,0.59,0.27,0.57,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:12,4.120,21.36,4.08,0.60,0.30,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:13,1.134,21.33,4.20,0.59,0.31,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:14,0.960,21.43,4.33,0.57,0.30,0.58,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:15,1.149,21.27,4.33,0.59,0.27,0.57,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:16,0.814,21.30,4.20,0.59,0.26,0.59,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:17,-0.405,21.30,4.33,0.57,0.26,0.55,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:18,-0.924,21.40,4.20,0.58,0.30,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:19,-1.814,21.40,4.20,0.57,0.27,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:20,-2.030,21.33,4.20,0.60,0.27,0.57,21.31,23.88,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:21,-2.423,21.30,4.33,0.55,0.27,0.54,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:22,-2.736,21.27,4.57,0.58,0.27,0.60,21.31,23.88,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:23,-2.915,21.33,4.20,0.59,0.26,0.57,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:24,-2.838,21.12,4.33,0.55,0.27,0.55,21.31,23.81,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:25,-3.072,21.30,4.33,0.57,0.30,0.55,21.31,23.81,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:26,-3.229,21.36,4.45,0.58,0.30,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:27,-3.165,21.36,4.33,0.55,0.30,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:28,-3.222,21.33,4.45,0.60,0.31,0.59,21.31,23.81,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:29,-3.369,21.36,4.57,0.57,0.30,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:30,-3.271,21.33,4.45,0.59,0.31,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:31,-3.485,21.36,4.69,0.59,0.33,0.59,21.31,23.81,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:32,-3.641,21.21,4.69,0.60,0.31,0.57,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:33,-3.576,21.43,4.69,0.58,0.27,0.58,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:34,-3.666,21.43,4.94,0.59,0.29,0.57,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:35,-3.659,21.27,4.94,0.57,0.29,0.59,21.31,23.81,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:36,-3.450,21.36,5.18,0.59,0.30,0.55,21.31,23.81,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:37,-2.271,21.40,5.30,0.58,0.30,0.60,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:38,1.168,21.36,5.43,0.58,0.29,0.60,21.31,23.75,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:39,4.111,21.40,5.55,0.60,0.29,0.57,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:40,4.176,21.36,5.55,0.55,0.26,0.59,21.31,23.75,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:41,4.187,21.33,5.67,0.59,0.30,0.58,21.31,23.75,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:42,4.191,21.36,5.67,0.55,0.27,0.59,21.31,23.75,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:43,4.195,21.30,5.79,0.59,0.31,0.60,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:44,4.197,21.30,5.79,0.57,0.31,0.59,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:45,4.198,21.27,6.04,0.57,0.27,0.58,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:46,4.199,21.36,6.16,0.59,0.26,0.59,21.31,23.75,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:47,4.200,21.46,6.40,0.60,0.31,0.60,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:48,4.200,21.30,6.65,0.58,0.31,0.59,21.31,23.75,21.13,0.00,0.00,23.75,23.50,23.00,
0:14:49,4.200,21.30,6.65,0.59,0.29,0.58,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:50,4.200,21.27,6.77,0.57,0.29,0.57,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:51,4.201,21.33,6.89,0.62,0.27,0.57,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:52,4.201,21.40,7.01,0.58,0.31,0.57,21.31,23.75,21.13,0.00,0.00,24.00,23.50,22.75,
0:14:53,4.201,21.40,7.38,0.57,0.30,0.59,21.31,23.75,21.13,0.00,0.00,23.75,23.50,22.75,
0:14:54,4.201,21.43,7.38,0.59,0.29,0.60,21.31,23.75,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:55,4.201,21.40,7.50,0.58,0.31,0.60,21.31,23.69,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:56,4.201,21.40,7.62,0.62,0.31,0.57,21.31,23.69,21.13,0.00,0.00,24.00,23.50,23.00,
0:14:57,4.201,21.27,7.14,0.60,0.29,0.60,21.31,23.69,21.13,0.00,0.00,23.75,23.50,22.75,
